        Read |     1719 |     2271 |        0 |      101 |      442 |        4533 |       1140
        Read |     1698 |     2299 |        0 |      101 |      446 |        4544 |       1143
        Read |     1677 |     2399 |        0 |      101 |      442 |        4619 |       1161
        Read |     1701 |     2342 |        0 |       99 |      443 |        4585 |       1153
        Read |     1723 |     2353 |        0 |       98 |      444 |        4618 |       1162
        Read |     1713 |     2315 |        0 |      102 |      444 |        4574 |       1150
        Read |     1681 |     2260 |        0 |       98 |      444 |        4483 |       1127
        Read |     1662 |     2193 |        0 |       98 |      444 |        4397 |       1106
        Read |     1690 |     2296 |        0 |       99 |      444 |        4529 |       1139
        Read |     1676 |     2247 |        0 |       98 |      444 |        4465 |       1123
        Read |     1708 |     2346 |        0 |       99 |      444 |        4597 |       1156
        Read |     1680 |     2306 |        0 |      100 |      445 |        4531 |       1139
        Read |     1746 |     2316 |        0 |       99 |      444 |        4605 |       1158
        Read |     1704 |     2301 |        0 |      101 |      444 |        4550 |       1144
        Read |     1736 |     2266 |        0 |      103 |      444 |        4549 |       1144
        Read |     1743 |     2287 |        0 |      103 |      443 |        4576 |       1151
        Read |     1681 |     2204 |        0 |      104 |      442 |        4431 |       1114
        Read |     1725 |     2274 |        0 |      103 |      444 |        4546 |       1143
        Read |     1684 |     2262 |        0 |      101 |      444 |        4491 |       1129
        Read |     1688 |     2238 |        0 |      100 |      444 |        4470 |       1124
        Read |     1720 |     2246 |        0 |       99 |      444 |        4509 |       1134
        Read |     1699 |     2272 |        0 |       99 |      444 |        4514 |       1135
        Read |     1707 |     2269 |        0 |       99 |      444 |        4519 |       1136
        Read |     1658 |     2263 |        0 |       99 |      444 |        4464 |       1123
        Read |     1666 |     2269 |        0 |       97 |      444 |        4476 |       1126
        Read |     1648 |     2243 |        0 |       98 |      444 |        4433 |       1115
        Read |     1620 |     2206 |        0 |       99 |      444 |        4369 |       1099
        Read |     1652 |     2213 |        0 |       99 |      445 |        4409 |       1108
        Read |     1660 |     2268 |        0 |       99 |      444 |        4471 |       1124
        Read |     1679 |     2276 |        0 |       99 |      443 |        4497 |       1131
        Read |     1609 |     2237 |        0 |      100 |      444 |        4390 |       1104
        Read |     1664 |     2238 |        0 |      100 |      443 |        4445 |       1118
        Read |     1633 |     2205 |        0 |      104 |      443 |        4385 |       1103
        Read |     1654 |     2225 |        0 |      101 |      445 |        4425 |       1113
        Read |     1677 |     2264 |        0 |      101 |      443 |        4485 |       1128
        Read |     1665 |     2257 |        0 |      101 |      445 |        4468 |       1124
        Read |     1639 |     2254 |        0 |      101 |      443 |        4437 |       1115
        Read |     1636 |     2269 |        0 |      102 |      443 |        4450 |       1119
        Read |     1672 |     2316 |        0 |      102 |      444 |        4534 |       1140
        Read |     1676 |     2277 |        0 |      101 |      444 |        4498 |       1131
        Read |     1691 |     2277 |        0 |      102 |      444 |        4514 |       1135
        Read |     1642 |     2267 |        0 |      104 |      445 |        4458 |       1121
        Read |     1612 |     2197 |        0 |      104 |      444 |        4357 |       1095
        Read |     1615 |     2186 |        0 |      104 |      443 |        4348 |       1093
        Read |     1622 |     2197 |        0 |      101 |      443 |        4363 |       1097
        Read |     1631 |     2201 |        0 |      100 |      444 |        4376 |       1100
        Read |     1639 |     2246 |        0 |       99 |      444 |        4428 |       1113
        Read |     1663 |     2317 |        0 |      100 |      445 |        4525 |       1137
        Read |     1629 |     2396 |        0 |      100 |      444 |        4569 |       1149
        Read |     1656 |     2445 |        0 |      101 |      444 |        4646 |       1168
        Read |     1654 |     2439 |        0 |      102 |      444 |        4639 |       1167
        Read |     1654 |     2423 |        0 |      101 |      441 |        4619 |       1161
        Read |     1644 |     2427 |        0 |      103 |      449 |        4623 |       1163
        Read |     1621 |     2271 |        0 |       98 |      443 |        4433 |       1115
        Read |     1686 |     2389 |        0 |       94 |      443 |        4612 |       1160
        Read |     1665 |     2330 |        0 |       91 |      444 |        4530 |       1139
        Read |     1666 |     2256 |        0 |       91 |      444 |        4457 |       1121
        Read |     1646 |     2256 |        0 |       95 |      444 |        4441 |       1117
